002afb60cdf6b1cb1e682b9207e85e73a10924165cbc601abbb1cf4773fcd4d4,37860258.0,87584.9713285311,1040413.2602657289
0160be147f6be7c67a2d01cd49acb06a4d8de22aa693e46755eff09a8faefdc0,178873372.0,74158.0680885924,897331.0322847919
02c0711a83932071875c4fb72534143b189f94ac9b3c50fada6a6dc4b7d86bb5,290628148.0,59277.685979011585,813936.8478969643
031da4b6709d7e101cb651b6de5961869b7a1dad688aacd12555b2ee6683374f,732822500.0,21522.103683200778,673833.5121078758
0368cd2be48db488b611a83c96547ba03c1c5d3ffbebf44b2de99c2ce7682a55,261340914.0,75317.59166176048,844785.6032450293
04e03dd5fba655846a6f164b1a05f2b4e4830279fb42624f4c7a840e47b41b77,228477502.0,62535.70735824142,858489.0207593512
050dd2621b92cd9cc6fa33aaed00487111fb516b676ebf6b07a97fd5ad81b3b6,99943142.0,123344.56386128228,1003313.8800715242
060a672fbcaff86a307b3e6033b837e3b4c89c90a2db640fbd0b4b7c4b6aef53,232786324.0,84318.92671551427,859938.0852509429
06e0f594b0695c0b6e2f57380935f82c4c386a7a6298f1095498bb35609f3adc,67334846.0,93395.08366770395,1029606.0862385626
06f626dc807a886904ab075e247dc5530792cdbd265b58210c521ea39b8b5b04,116370556.0,127349.90297492687,1045346.300021177
071942fbb3852673c2f7ddc88b3d0a3970cb2cf3e76968a948bd2c729690d746,236758594.0,60529.32414680878,845342.7374999701
0871bb3e88d019af6a2bdb00d342ad4eba8c37c1e6b1019978609198881488ae,63675536.0,132414.8119370193,1049938.9366671087
08912a3b3560fc2b37951af514a75c08ce3620db0dfc3d9b84ad2def5415fdd0,156858396.0,82124.07286910627,899162.1157387078
08bf52bad91ad1663d8d49587e415e87dab31d507f0aa2d87961c6089ec0d656,38722778.0,111641.91530276094,1111493.227462284
09edd1207eed4a1242d915143ef41e3285bbb7398d3a7440e7de200da93c735c,175496874.0,89795.00011348703,890838.6025450039
0a2bedbca10a4fcca4945754adce369b306a5bbc4ef17d013a96ff092662e77d,152979878.0,145670.83181987188,1012367.9667476816
0afb5c6b4cfdfba496f07941c8c21d696bc2fdca550f2c2b2c46de2d8fcf74a9,141591904.0,65114.73624167412,890885.1134118506
0b376407a985ce5569e5c26a8726d24b141008d4601dade1ab77aa84430987be,90053024.0,83166.27741173033,976797.0826083957
0b3c75b2871f88890bf1925a69ffe56351c5b7e7fcb45575393e8d9de26a8f95,125220174.0,70667.73503714007,953191.1533224046
0bd3aff74385c8829966661008bca566ddf56bee1d585eddc43aed5c901feef3,179901636.0,70267.90370311073,861795.1575446614
0cb4900142069779255591a5b308da2e5b7463b0267762b4ab53c71eafa4304d,309328090.0,39063.33144009341,745173.3300304384
0d98ed09ee33d75faabe984d4d9a791312d9b13dd5276461f4f6ae08bdd7d3bd,23812166.0,125871.51915397639,1082553.2173252301
0f9a281236bf7bf9257e9c4fac9f65e6ac840c1215fafd4bb0c94b3347dfa596,56618960.0,87729.39421872447,1021089.4238614937
0fb8f64650e5e42cc986aec9e6352aaf2c8f5f6a7ad543a30b52d236b4729521,261272798.0,78061.31951347312,864283.5440629172
